Star ID,NGC,Paper,Author Reference,RAJ2000,DEJ2000,Distance (pc),neg_sigma_dist,pos_sigma_dist,Vmag,Vmag_abs,Bmag,Bmag_abs,Imag,Imag_abs,Kmag,Kmag_abs,Teff,logg,age_Kruijssen,Fe/H,Fe/H_e,Fe/H_o,O/Fe,O/Fe_e,Na/Fe,Na/Fe_e,F275W,F275W_abs,F275W_e,F336W,F336W_abs,F336W_e,F438W,F438W_abs,F438W_e,F606W,F606W_abs,F606W_e,F814W,F814W_abs,F814W_e
R0002963,3201,Carretta,555643,154.4315667,-46.39513889,4737,-42,43,14.631,1.253483076,15.662,2.284483076,,,11.658,-1.719516924,4718.0,2.14,11.25,-1.454,0.207,-1.42,-0.239,,0.337,,18.1058,4.728283076,0.0003,16.2445,2.866983076,0.0,,,,14.268,0.890483076,0.0,13.3016,-0.075916924,0.0
R0003013,3201,Carretta,555944,154.3913292,-46.39416389,4737,-42,43,15.587,2.209483076,16.53,3.152483076,,,12.74,-0.637516924,4911.0,2.59,11.25,-1.397,0.074,-1.42,0.191,,0.016,0.169,18.6894,5.311883076,0.0033,16.8584,3.480883076,0.0048,16.5735,3.195983076,0.0034,15.2149,1.837383076,0.0,14.2718,0.894283076,0.0
R0003096,3201,Carretta,556574,154.4275333,-46.39241389,4737,-42,43,15.118,1.740483076,16.107,2.729483076,,,12.244,-1.133516924,4823.0,2.38,11.25,-1.515,0.102,-1.42,,,0.104,0.003,18.3353,4.957783076,0.0058,16.5372,3.159683076,0.0054,,,,14.759,1.381483076,0.0,13.8145,0.436983076,0.0
R0003162,3201,Carretta,557046,154.4409375,-46.39093056,4737,-42,43,14.586,1.208483076,15.621,2.243483076,,,11.59,-1.787516924,4706.0,2.11,11.25,-1.507,0.13,-1.42,,,0.44,0.082,,,,,,,,,,14.2436,0.866083076,0.0,13.2471,-0.130416924,0.0
R0003189,3201,Carretta,557181,154.4109667,-46.39045,4737,-42,43,13.278,-0.099516924,14.478,1.100483076,,,9.934,-3.443516924,4410.0,1.4,11.25,-1.511,0.114,-1.42,,,0.135,0.016,18.1837,4.806183076,0.0152,15.548,2.170483076,0.0014,14.5942,1.216683076,0.0,12.8886,-0.488916924,0.0,11.7837,-1.593816924,0.0
R0003405,3201,Carretta,559537,154.3958042,-46.38276389,4737,-42,43,15.609,2.231483076,16.53,3.152483076,,,12.867,-0.510516924,4934.0,2.65,11.25,-1.523,0.137,-1.42,0.233,,0.14,,,,,,,,,,,15.2828,1.905283076,0.0,14.3451,0.967583076,0.0
R0003441,3201,Carretta,560148,154.4028583,-46.38032222,4737,-42,43,15.062,1.684483076,16.022,2.644483076,,,12.194,-1.183516924,4814.0,2.36,11.25,-1.54,0.17,-1.42,,,-0.114,0.001,,,,,,,,,,14.7407,1.363183076,0.0,13.7755,0.397983076,0.0
R0003475,3201,Carretta,560947,154.3993958,-46.37713611,4737,-42,43,15.53,2.152483076,16.408,3.030483076,,,12.784,-0.593516924,4919.0,2.62,11.25,-1.525,0.111,-1.42,,,0.359,0.055,,,,,,,,,,15.2226,1.845083076,0.0,14.3068,0.929283076,0.0
R0000023,4590,Carretta,6809,189.8774667,-26.773175,10404,-99,100,17.425,2.338998282,18.105,3.018998282,,,15.563,0.476998282,5302.0,3.09,12.17,-2.167,0.171,-2.19,,,0.489,0.005,,,,,,,,,,17.2233,2.137298282,0.0,16.5313,1.445298282,0.0
R0000054,4590,Carretta,7183,189.8534458,-26.76908611,10404,-99,100,14.481,-0.605001718,15.404,0.317998282,,,11.963,-3.123001718,4699.0,1.66,12.17,-2.305,0.126,-2.19,0.361,,0.17,0.022,17.6106,2.524598282,0.0347,15.8052,0.719198282,0.0142,15.4328,0.346798282,0.0048,14.222,-0.864001718,0.0,13.3706,-1.715401718,0.0
R0000063,4590,Carretta,7337,189.8747417,-26.76759444,10404,-99,100,15.433,0.346998282,16.244,1.157998282,,,13.04,-2.046001718,4894.0,2.11,12.17,-2.173,0.204,-2.19,0.761,,-0.349,,,,,,,,,,,15.1958,0.109798282,0.0,14.4155,-0.670501718,0.0
R0000128,4590,Carretta,7852,189.8627417,-26.76313333,10404,-99,100,15.192,0.105998282,16.022,0.935998282,,,12.806,-2.280001718,4845.0,2.01,12.17,-2.273,0.105,-2.19,0.244,0.157,0.398,0.034,17.6948,2.608798282,0.0068,16.2345,1.148498282,0.0092,16.0385,0.952498282,0.0047,14.9555,-0.130501718,0.0,14.1592,-0.926801718,0.0
R0000317,4590,Carretta,8807,189.8684667,-26.75622778,10404,-99,100,14.941,-0.145001718,15.785,0.698998282,,,12.591,-2.495001718,4793.0,1.93,12.17,-2.237,0.072,-2.19,0.04,,0.199,0.047,17.6037,2.517698282,0.0032,16.0746,0.988598282,0.0127,15.8165,0.730498282,0.0048,14.7047,-0.381301718,0.0,13.8989,-1.187101718,0.0
R0000617,4590,Carretta,9711,189.878925,-26.75019444,10404,-99,100,14.83,-0.256001718,15.674,0.587998282,,,12.437,-2.649001718,4771.0,1.87,12.17,-2.181,0.19,-2.19,0.45,,0.308,0.182,17.59,2.503998282,0.0231,15.9916,0.905598282,0.0051,15.7096,0.623598282,0.0022,14.5927,-0.493301718,0.0,13.7767,-1.309301718,0.0
R0000642,4590,Carretta,9790,189.83275,-26.74970556,10404,-99,100,15.069,-0.017001718,15.905,0.818998282,,,12.691,-2.395001718,4819.0,1.97,12.17,-2.281,0.033,-2.19,,,0.305,0.025,,,,,,,,,,14.8125,-0.273501718,0.0,14.0134,-1.072601718,0.0
R0000724,4590,Carretta,9984,189.9087875,-26.74845833,10404,-99,100,17.236,2.149998282,17.906,2.819998282,,,15.236,0.149998282,5264.0,3.04,12.17,-2.216,0.054,-2.19,,,0.194,0.062,,,,,,,,,,17.0117,1.925698282,0.0,16.3142,1.228198282,0.0
R0000791,4590,Carretta,10161,189.8800583,-26.74734444,10404,-99,100,15.66,0.573998282,16.431,1.344998282,,,13.335,-1.751001718,4941.0,2.23,12.17,-2.304,0.117,-2.19,0.299,,0.368,0.109,17.8429,2.756898282,0.0177,16.4915,1.405498282,0.0078,16.4451,1.359098282,0.003,15.422,0.335998282,0.0,14.6653,-0.420701718,0.0
R0000808,4590,Carretta,10193,189.898525,-26.74706111,10404,-99,100,15.14,0.053998282,15.963,0.876998282,,,12.726,-2.360001718,4834.0,1.98,12.17,-2.282,0.094,-2.19,0.385,,0.289,0.117,,,,,,,,,,14.9091,-0.176901718,0.0,14.1183,-0.967701718,0.0
R0000883,4590,Carretta,10337,189.853275,-26.74616111,10404,-99,100,15.248,0.161998282,16.054,0.967998282,,,12.811,-2.275001718,4856.0,2.01,12.17,-2.265,0.13,-2.19,,,0.036,0.047,17.7437,2.657698282,0.0111,16.2551,1.169098282,0.0021,16.1097,1.023698282,0.0,15.0212,-0.064801718,0.0,14.2443,-0.841701718,0.0
R0001206,4590,Carretta,11003,189.8789875,-26.74211944,10404,-99,100,14.717,-0.369001718,15.574,0.487998282,,,12.263,-2.823001718,4747.0,1.79,12.17,-2.176,0.183,-2.19,0.085,,0.287,0.072,17.5447,2.458698282,0.0032,15.9307,0.844698282,0.0141,15.5988,0.512798282,0.0008,14.4664,-0.619601718,0.0,13.6419,-1.444101718,0.0
R0001366,4590,Carretta,11392,189.846275,-26.73985833,10404,-99,100,15.128,0.041998282,15.932,0.845998282,,,12.794,-2.292001718,4832.0,2.02,12.17,-2.214,0.115,-2.19,0.175,,0.556,0.19,17.6704,2.584398282,0.0118,16.1861,1.100098282,0.0045,16.0002,0.914198282,0.0015,14.903,-0.183001718,0.0,14.1116,-0.974401718,0.0
R0001481,4590,Carretta,11649,189.878675,-26.73812222,10404,-99,100,15.099,0.012998282,15.918,0.831998282,,,12.743,-2.343001718,4826.0,1.99,12.17,-2.235,0.094,-2.19,0.006,,0.373,0.131,17.6406,2.554598282,0.0102,16.1546,1.068598282,0.0072,15.9635,0.877498282,0.0,14.8558,-0.230201718,0.0,14.0656,-1.020401718,0.0
R0001773,4590,Carretta,12521,189.8820167,-26.73280833,10404,-99,100,14.702,-0.384001718,15.566,0.479998282,,,12.281,-2.805001718,4744.0,1.8,12.17,-2.244,0.104,-2.19,0.531,,0.036,0.245,17.6042,2.518198282,0.0065,15.8955,0.809498282,0.0047,15.6042,0.518198282,0.001,14.4548,-0.631201718,0.0,13.644,-1.442001718,0.0
R0001886,4590,Carretta,13002,189.8739208,-26.72971111,10404,-99,100,14.058,-1.028001718,15.014,-0.072001718,,,11.376,-3.710001718,4612.0,1.4,12.17,-2.215,0.122,-2.19,,,0.316,0.015,17.5699,2.483898282,0.0072,15.6232,0.537198282,0.0,15.0392,-0.046801718,0.0,13.7767,-1.309301718,0.0,12.9021,-2.183901718,0.0
R0001902,4590,Carretta,13072,189.8586917,-26.72928333,10404,-99,100,15.51,0.423998282,16.287,1.200998282,,,13.233,-1.853001718,4910.0,2.2,12.17,-2.211,0.126,-2.19,0.574,,0.3,0.099,17.7659,2.679898282,0.0074,16.4437,1.357698282,0.0032,16.3079,1.221898282,0.0071,15.2776,0.191598282,0.0,14.5082,-0.577801718,0.0
R0001957,4590,Carretta,13311,189.8496917,-26.72751111,10404,-99,100,16.945,1.858998282,17.627,2.540998282,,,14.816,-0.270001718,5204.0,2.85,12.17,-2.288,0.083,-2.19,,,0.451,0.129,18.5505,3.464498282,0.0132,17.5259,2.439898282,0.0164,17.6519,2.565898282,0.0113,16.7312,1.645198282,0.0,16.0432,0.957198282,0.0
R0001997,4590,Carretta,13566,189.8723458,-26.72556111,10404,-99,100,16.109,1.022998282,16.831,1.744998282,,,13.867,-1.219001718,5033.0,2.46,12.17,-2.352,0.169,-2.19,,,0.542,,18.0463,2.960298282,0.0034,16.8588,1.772798282,0.006,16.8582,1.772198282,0.0019,15.8793,0.793298282,0.0,15.1501,0.064098282,0.0
R0002067,4590,Carretta,14042,189.8459167,-26.72166389,10404,-99,100,17.025,1.938998282,17.68,2.593998282,,,15.008,-0.078001718,5220.0,2.95,12.17,-2.221,0.066,-2.19,,,0.044,,,,,,,,,,,16.8654,1.779398282,0.0,16.1664,1.080398282,0.0
R0002077,4590,Carretta,14147,189.8859958,-26.72061111,10404,-99,100,17.155,2.068998282,17.821,2.734998282,,,15.428,0.341998282,5247.0,2.99,12.17,-2.19,0.197,-2.19,,,-0.023,0.184,,,,,,0.0,17.8209,2.734898282,0.0,16.9419,1.855898282,0.0,16.2329,1.146898282,0.0
R0002125,4590,Carretta,14655,189.8641125,-26.71556111,10404,-99,100,15.633,0.546998282,16.384,1.297998282,,,13.4,-1.686001718,4935.0,2.27,12.17,-2.252,0.137,-2.19,,,0.561,0.159,,,,,,,,,,15.4088,0.322798282,0.0,14.6493,-0.436701718,0.0
R0002149,4590,Carretta,15159,189.8679167,-26.70959722,10404,-99,100,16.011,0.924998282,16.736,1.649998282,,,13.811,-1.275001718,5013.0,2.44,12.17,-2.291,0.125,-2.19,0.558,,0.703,0.086,,,,,,,,,,15.7785,0.692498282,0.0,15.0459,-0.040101718,0.0
R0000661,4833,Carretta,24252,194.8170125,-70.89136389,6480,-83,84,13.663,-0.394875029,14.916,0.858124971,,,10.046,-4.011875029,4432.0,1.2,12.68,,,-1.97,0.48,,0.06,0.02,,,,,,,,,,13.3069,-0.750975029,0.0,12.0854,-1.972475029,0.0
R0002012,4833,Carretta,24727,194.81,-70.87931111,6480,-83,84,13.864,-0.193875029,15.023,0.965124971,,,10.413,-3.644875029,4506.0,1.36,12.68,,,-1.97,0.4,,0.17,,,,,,,,,,,13.538,-0.519875029,0.0,12.3619,-1.695975029,0.0
R0002378,4833,Carretta,24832,194.803525,-70.87664722,6480,-83,84,15.395,1.337124971,16.398,2.340124971,,,12.235,-1.822875029,4873.0,2.13,12.68,,,-1.97,0.06,,0.53,0.07,,,,,,,,,,15.1178,1.059924971,0.0,14.0497,-0.008175029,0.0
R0000077,4833,Carretta,30846,194.9336583,-70.90358333,6480,-83,84,12.652,-1.405875029,14.226,0.168124971,,,8.681,-5.376875029,4157.0,0.63,12.68,,,-1.97,0.12,0.02,0.95,0.01,,,,,,,,,,12.2681,-1.789775029,0.0,10.9614,-3.096475029,0.0
R0000189,4833,Carretta,31163,194.925,-70.89985833,6480,-83,84,14.183,0.125124971,15.346,1.288124971,,,10.822,-3.235875029,4588.0,1.54,12.68,,,-1.97,0.46,,0.25,0.05,,,,,,,,,,13.8818,-0.176075029,0.0,12.7591,-1.298775029,0.0
R0000262,4833,Carretta,31332,194.9294292,-70.898,6480,-83,84,13.816,-0.241875029,15.009,0.951124971,,,10.347,-3.710875029,4492.0,1.34,12.68,,,-1.97,-0.09,,0.68,0.08,,,,16.2003,2.142424971,0.0,15.2288,1.170924971,0.0,13.5155,-0.542375029,0.0,12.3708,-1.687075029,0.0
R0000489,4833,Carretta,31728,194.8947208,-70.89385556,6480,-83,84,15.697,1.639124971,16.7,2.642124971,,,12.63,-1.427875029,4952.0,2.3,12.68,,,-1.97,0.28,,0.21,,18.908,4.850124971,0.0166,17.1835,3.125624971,0.0128,16.8537,2.795824971,0.0038,15.4198,1.361924971,0.0,14.4031,0.345224971,0.0
R0000616,4833,Carretta,31929,194.8285583,-70.89198333,6480,-83,84,14.329,0.271124971,15.495,1.437124971,,,10.973,-3.084875029,4618.0,1.6,12.68,,,-1.97,0.43,,-0.1,,,,,,,,15.679,1.621124971,0.0,14.0025,-0.055375029,0.0,12.8558,-1.202075029,0.0
R0001968,4833,Carretta,33459,194.9483958,-70.87968056,6480,-83,84,13.707,-0.350875029,14.938,0.880124971,,,10.174,-3.883875029,4457.0,1.26,12.68,,,-1.97,-0.38,,0.79,0.08,18.4913,4.433424971,0.0161,16.1833,2.125424971,0.011,15.1374,1.079524971,0.0,13.3864,-0.671475029,0.0,12.2153,-1.842575029,0.0
R0003244,4833,Carretta,34613,194.8235333,-70.87077778,6480,-83,84,12.892,-1.165875029,14.356,0.298124971,,,8.992,-5.065875029,4219.0,0.76,12.68,,,-1.97,-0.58,,0.9,0.09,18.8519,4.794024971,0.0395,16.225,2.167124971,0.008,14.6274,0.569524971,0.0,12.5139,-1.543975029,0.0,11.2109,-2.846975029,0.0
R0003433,4833,Carretta,34785,194.9863708,-70.86942778,6480,-83,84,12.571,-1.486875029,14.123,0.065124971,,,8.641,-5.416875029,4149.0,0.62,12.68,,,-1.97,0.42,0.01,0.12,0.07,,,,,,,,,,12.2214,-1.836475029,0.0,10.8523,-3.205575029,0.0
R0003717,4833,Carretta,35066,194.9588417,-70.86719444,6480,-83,84,14.03,-0.027875029,15.184,1.126124971,,,10.639,-3.418875029,4551.0,1.46,12.68,,,-1.97,0.38,,0.6,0.05,18.6157,4.557824971,0.0,16.2712,2.213324971,0.0051,15.391,1.333124971,0.0,13.7173,-0.340575029,0.0,12.5736,-1.484275029,0.0
R0003934,4833,Carretta,35302,194.8219958,-70.86530278,6480,-83,84,15.243,1.185124971,16.255,2.197124971,,,12.134,-1.923875029,4852.0,2.09,12.68,,,-1.97,0.52,0.1,0.03,0.07,18.7545,4.696624971,0.0171,16.8878,2.829924971,0.0102,16.4686,2.410724971,0.0114,14.9889,0.931024971,0.0,13.9266,-0.131275029,0.0
R0004241,4833,Carretta,35680,194.8404333,-70.86194167,6480,-83,84,14.051,-0.006875029,15.213,1.155124971,,,10.627,-3.430875029,4549.0,1.45,12.68,,,-1.97,0.05,,0.65,0.0,18.5092,4.451324971,0.0131,16.3334,2.275524971,0.0093,15.4079,1.350024971,0.0,13.735,-0.322875029,0.0,12.5766,-1.481275029,0.0
R0004479,4833,Carretta,35994,194.9919583,-70.85893611,6480,-83,84,16.354,2.296124971,17.239,3.181124971,,,13.593,-0.464875029,5146.0,2.73,12.68,,,-1.97,,,0.41,0.03,,,,,,,,,,16.1474,2.089524971,0.0,15.1858,1.127924971,0.0
R0004732,4833,Carretta,36391,194.8956917,-70.85516944,6480,-83,84,13.584,-0.473875029,14.828,0.770124971,,,10.07,-3.987875029,4437.0,1.22,12.68,,,-1.97,-0.4,0.06,0.78,0.02,18.4861,4.428224971,0.0055,16.1505,2.092624971,0.0053,15.0194,0.961524971,0.0,13.2502,-0.807675029,0.0,12.0539,-2.003975029,0.0
R0004739,4833,Carretta,36402,194.9279875,-70.85506111,6480,-83,84,13.944,-0.113875029,15.092,1.034124971,,,10.607,-3.450875029,4545.0,1.45,12.68,,,-1.97,0.0,,0.79,0.0,18.3461,4.288224971,0.0061,16.1579,2.100024971,0.0059,15.2587,1.200824971,0.0,13.6316,-0.426275029,0.0,12.5105,-1.547375029,0.0
R0004737,4833,Carretta,36403,194.8519583,-70.85508611,6480,-83,84,13.337,-0.720875029,14.627,0.569124971,,,9.694,-4.363875029,4361.0,1.06,12.68,,,-1.97,-0.03,0.01,0.83,0.06,,,,,,,14.8636,0.805724971,0.0,12.985,-1.072875029,0.0,11.7551,-2.302775029,0.0
R0004771,4833,Carretta,36454,194.9473792,-70.854525,6480,-83,84,13.6,-0.457875029,14.797,0.739124971,,,10.158,-3.899875029,4454.0,1.26,12.68,,,-1.97,0.38,,0.12,0.05,,,,,,,15.0039,0.946024971,0.0,13.2719,-0.785975029,0.0,12.106,-1.951875029,0.0
R0004780,4833,Carretta,36484,194.8350042,-70.85433889,6480,-83,84,14.288,0.230124971,15.421,1.363124971,,,10.968,-3.089875029,4617.0,1.6,12.68,,,-1.97,0.13,,0.71,0.03,,,,,,,,,,13.978,-0.079875029,0.0,12.8376,-1.220275029,0.0
R0004864,4833,Carretta,36689,194.9090917,-70.85213056,6480,-83,84,15.127,1.069124971,16.143,2.085124971,,,12.017,-2.040875029,4829.0,2.05,12.68,,,-1.97,0.62,0.11,0.02,0.06,18.8087,4.750824971,0.0085,16.8063,2.748424971,0.0082,16.3238,2.265924971,0.0087,14.8429,0.785024971,0.0,13.781,-0.276875029,0.0
R0004884,4833,Carretta,36716,194.9230167,-70.85188333,6480,-83,84,13.408,-0.649875029,14.66,0.602124971,,,9.845,-4.212875029,4391.0,1.13,12.68,,,-1.97,0.05,,0.78,0.03,18.5377,4.479824971,0.018,16.0399,1.982024971,0.0053,14.8718,0.813924971,0.0,13.0688,-0.989075029,0.0,11.8912,-2.166675029,0.0
R0005053,4833,Carretta,37197,194.8596458,-70.84611111,6480,-83,84,14.267,0.209124971,15.364,1.306124971,,,10.992,-3.065875029,4622.0,1.62,12.68,,,-1.97,0.21,,0.64,0.02,,,,,,,,,,13.9579,-0.099975029,0.0,12.83,-1.227875029,0.0
R0005124,4833,Carretta,37498,194.8787125,-70.84180278,6480,-83,84,13.956,-0.101875029,15.103,1.045124971,,,10.559,-3.498875029,4535.0,1.43,12.68,,,-1.97,-0.01,,0.68,0.07,,,,,,,,,,13.6382,-0.419675029,0.0,12.4912,-1.566675029,0.0
222172,5139,Marino,222172,201.699007,-47.515172,5426,-47,47,13.847,0.174601053,,,,,,,4710.0,1.85,11.52,-1.76,,-1.35,0.541886016,,0.518805022,,17.3059,3.633501053,0.0067,15.4317,1.759301053,0.0,14.9087,1.236301053,0.0,13.6012,-0.071198947,,12.6945,-0.977898947,
222357,5139,Marino,222357,201.67082,-47.514508,5426,-47,47,12.693,-0.979398947,,,,,,,4292.0,1.13,11.52,-1.44,,-1.35,0.013987211,,0.632701935,,18.0197,4.347301053,0.0087,15.5709,1.898501053,0.0,14.1265,0.454101053,,12.3737,-1.298698947,,11.4076,-2.264798947,
222550,5139,Marino,222550,201.708521,-47.513748,5426,-47,47,13.622,-0.050398947,,,,,,,4358.0,1.55,11.52,-1.16,,-1.35,-0.158292477,,0.973149968,,18.4819,4.809501053,0.0147,16.0766,2.404201053,0.0,14.8934,1.221001053,0.0,13.325,-0.347398947,,12.38,-1.292398947,
223455,5139,Marino,223455,201.670683,-47.510356,5426,-47,47,11.974,-1.698398947,,,,,,,3899.0,0.52,11.52,-1.45,,-1.35,0.070509548,,0.623698877,,18.7983,5.125901053,0.0339,15.8295,2.157101053,0.0,13.6481,-0.024298947,,11.5627,-2.109698947,,10.2609,-3.411498947,
223855,5139,Marino,223855,201.65174,-47.508848,5426,-47,47,12.626,-1.046398947,,,,,,,4234.0,1.07,11.52,-1.49,,-1.35,,,0.578683536,,17.8948,4.222401053,0.0082,15.4459,1.773501053,0.0,14.0326,0.360201053,,12.3081,-1.364298947,,11.3005,-2.371898947,
225055,5139,Marino,225055,201.728754,-47.504144,5426,-47,47,12.389,-1.283398947,,,,,,,4335.0,1.04,11.52,-1.82,,-1.35,0.220611601,,0.516195895,,17.4358,3.763401053,0.0116,14.8352,1.162801053,0.0,13.4751,-0.197298947,,12.0553,-1.617098947,,11.0119,-2.660498947,
225246,5139,Marino,225246,201.672537,-47.503558,5426,-47,47,12.174,-1.498398947,,,,,,,4212.0,0.87,11.52,-1.87,,-1.35,0.142160931,,0.517761371,,17.68,4.007601053,0.0221,14.9497,1.277301053,,13.5351,-0.137298947,,11.8526,-1.819798947,,10.739,-2.933398947,
226236,5139,Marino,226236,201.700788,-47.499741,5426,-47,47,12.107,-1.565398947,,,,,,,4143.0,0.79,11.52,-1.72,,-1.35,0.220611601,,0.558172671,,18.0965,4.424101053,0.0151,15.2213,1.548901053,0.0,13.611,-0.061398947,,11.7869,-1.885498947,,10.6533,-3.019098947,
226863,5139,Marino,226863,201.746159,-47.497203,5426,-47,47,12.389,-1.283398947,,,,,,,4214.0,0.96,11.52,-1.69,,-1.35,0.150877677,,0.556646147,,18.033,4.360601053,0.01,15.2657,1.593301053,0.0,13.8314,0.159001053,,12.0289,-1.643498947,,10.9787,-2.693698947,
227774,5139,Marino,227774,201.733668,-47.493716,5426,-47,47,14.392,0.719601053,,,,,,,4510.0,1.95,11.52,-1.78,,-1.35,0.484483283,,0.558172671,,17.6113,3.938901053,0.0114,15.8545,2.182101053,0.0,15.3827,1.710301053,0.0,14.0835,0.411101053,,13.2166,-0.455798947,
228375,5139,Marino,228375,201.660153,-47.491542,5426,-47,47,13.343,-0.329398947,,,,,,,4413.0,1.48,11.52,-1.49,,-1.35,0.541886016,,0.526971995,,18.1814,4.509001053,0.0085,15.5374,1.865001053,,14.5793,0.906901053,,13.0553,-0.617098947,,12.0588,-1.613598947,
230070,5139,Marino,230070,201.725041,-47.484898,5426,-47,47,13.136,-0.536398947,,,,,,,4318.0,1.33,11.52,-1.48,,-1.35,-0.100865914,,0.776751015,,17.8524,4.180001053,0.0119,15.6488,1.976401053,,14.4476,0.775201053,,12.8444,-0.827998947,,11.897,-1.775398947,
230691,5139,Marino,230691,201.692097,-47.482543,5426,-47,47,11.73,-1.942398947,,,,,,,4023.0,0.54,11.52,-1.95,,-1.35,0.397681593,,0.091632944,,17.7424,4.070001053,0.0106,14.9111,1.238701053,0.0,13.2715,-0.400898947,,11.5104,-2.161998947,,10.2065,-3.465898947,
230804,5139,Marino,230804,201.733506,-47.482011,5426,-47,47,13.418,-0.254398947,,,,,,,4268.0,1.41,11.52,-1.16,,-1.35,-0.077895288,,0.973149968,,18.8415,5.169101053,0.0082,16.1608,2.488401053,0.0,14.8003,1.127901053,0.0,13.0979,-0.574498947,,12.103,-1.569398947,
231867,5139,Marino,231867,201.746699,-47.477878,5426,-47,47,12.851,-0.821398947,,,,,,,4204.0,1.14,11.52,-1.42,,-1.35,0.658415005,,0.526971995,,18.9492,5.276801053,0.0088,15.7371,2.064701053,0.0,14.2945,0.622101053,,12.5177,-1.154698947,,11.4427,-2.229698947,
232173,5139,Marino,232173,201.668634,-47.476893,5426,-47,47,12.105,-1.567398947,,,,,,,3948.0,0.62,11.52,-1.49,,-1.35,,,0.740738732,,18.6822,5.009801053,0.0637,16.0972,2.424801053,0.0,13.847,0.174601053,,11.7031,-1.969298947,,10.5317,-3.140698947,
232373,5139,Marino,232373,201.749868,-47.475961,5426,-47,47,12.192,-1.480398947,,,,,,,4093.0,0.79,11.52,-1.58,,-1.35,0.510575437,,0.065003365,,18.7259,5.053501053,0.0557,15.5051,1.832701053,0.0,13.7905,0.118101053,,11.8307,-1.841698947,,10.6671,-3.005298947,
232599,5139,Marino,232599,201.655205,-47.475299,5426,-47,47,11.955,-1.717398947,,,,,,,4175.0,0.76,11.52,-1.89,,-1.35,0.194461378,,0.521660176,,17.6509,3.978501053,0.0089,14.8581,1.185701053,,13.3479,-0.324498947,,11.5692,-2.103198947,,10.4392,-3.233198947,
234159,5139,Marino,234159,201.751327,-47.469066,5426,-47,47,13.626,-0.046398947,,,,,,,4279.0,1.5,11.52,-1.27,,-1.35,0.908415005,,0.549013545,,19.4036,5.731201053,0.0403,16.2273,2.554901053,0.0,15.0154,1.343001053,,13.2963,-0.376098947,,12.2682,-1.404198947,
234239,5139,Marino,234239,201.748553,-47.468743,5426,-47,47,11.968,-1.704398947,,,,,,,3909.0,0.53,11.52,-1.54,,-1.35,,,0.55969919,,17.7821,4.109701053,0.0082,15.3678,1.695401053,0.0,13.6956,0.023201053,,11.6705,-2.001898947,,10.1734,-3.498998947,
236533,5139,Marino,236533,201.664978,-47.460204,5426,-47,47,13.771,0.098601053,,,,,,,4247.0,1.53,11.52,-0.97,,-1.35,0.013987211,,1.03314997,,19.748,6.075601053,0.0074,16.7345,3.062101053,0.0,15.1677,1.495301053,0.0,13.4139,-0.258498947,,12.4,-1.272398947,
236813,5139,Marino,236813,201.639915,-47.459153,5426,-47,47,12.142,-1.530398947,,,,,,,4159.0,0.82,11.52,-1.59,,-1.35,-0.296116235,,0.632701935,,17.997,4.324601053,0.0204,15.389,1.716601053,0.0,13.6569,-0.015498947,,11.7593,-1.913098947,,10.783,-2.889398947,
239529,5139,Marino,239529,201.704422,-47.448706,5426,-47,47,12.583,-1.089398947,,,,,,,4298.0,1.1,11.52,-1.76,,-1.35,0.55754129,,0.078318155,,17.7521,4.079701053,0.0078,15.0297,1.357301053,,13.8691,0.196701053,,12.2432,-1.429198947,,11.1917,-2.480698947,
240160,5139,Marino,240160,201.662447,-47.446334,5426,-47,47,12.331,-1.341398947,,,,,,,4215.0,0.94,11.52,-1.84,,-1.35,-0.008983414,,0.518283196,,17.4814,3.809001053,0.0096,14.9359,1.263501053,0.0,13.6351,-0.037298947,,11.9602,-1.712198947,,10.8925,-2.779898947,
240730,5139,Marino,240730,201.739669,-47.444012,5426,-47,47,14.184,0.511601053,,,,,,,4538.0,1.89,11.52,-1.77,,-1.35,0.484483283,,0.078318155,,17.7502,4.077801053,0.0082,15.7796,2.107201053,0.0,15.2359,1.563501053,0.0,13.9214,0.249001053,,12.9924,-0.679998947,
240754,5139,Marino,240754,201.647906,-47.444097,5426,-47,47,12.98,-0.692398947,,,,,,,4381.0,1.31,11.52,-1.58,,-1.35,0.025472526,,0.686720333,,17.7702,4.097801053,0.0075,15.3938,1.721401053,0.0,14.2484,0.576001053,,12.6578,-1.014598947,,11.6529,-2.019498947,
241359,5139,Marino,241359,201.650027,-47.441754,5426,-47,47,11.977,-1.695398947,,,,,,,4210.0,0.79,11.52,-1.69,,-1.35,0.397681593,,0.104947733,,18.1197,4.447301053,0.032,15.1255,1.453101053,0.0,13.5103,-0.162098947,,11.6356,-2.036798947,,10.5349,-3.137498947,
242176,5139,Marino,242176,201.748009,-47.438548,5426,-47,47,11.58,-2.092398947,,,,,,,3988.0,0.45,11.52,-1.81,,-1.35,0.479264859,,0.104947733,,18.2815,4.609101053,0.0085,15.3419,1.669501053,0.0,13.3339,-0.338498947,,11.2582,-2.414198947,,9.9978,-3.674598947,
243761,5139,Marino,243761,201.717443,-47.432801,5426,-47,47,12.79,-0.882398947,,,,,,,4344.0,1.21,11.52,-1.58,,-1.35,,,0.569680479,,17.5192,3.846801053,0.0083,15.2527,1.580301053,0.0,14.0543,0.381901053,,12.5175,-1.154898947,,11.4549,-2.217498947,
